브랜드코드,브랜드명,점포번호,점포명,사업자번호,MENU_CD,MENU_FULL_NM,MENU_NM,판매가격
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000039,연어스테이크롤8p,연어스테이크롤8p,"14,900"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000040,구운장어롤 8p,구운장어롤 8p,"14,900"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000294,연어크림치즈아보카도롤9p,연어크림치즈아보카도롤9p,"11,900"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000295,콤비네이션롤9p,콤비네이션롤9p,"10,900"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000020,한개우동,한개우동,"6,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000021,반개우동,반개우동,"3,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000022,모듬고로케3p,모듬고로케3p,"3,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000023,새우튀김 3p,새우튀김 3p,"3,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000024,타코야끼볼 6p,타코야끼볼 6p,"3,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000037,등심돈까스+유부초밥,등심돈까스+유부초밥,"8,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000038,치즈돈까스+유부초밥,치즈돈까스+유부초밥,"9,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000384,냉모밀,냉모밀,"7,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000025,펩시콜라,펩시콜라,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000026,칠성사이다,칠성사이다,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000027,미린다파인,미린다파인,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000028,밀키스,밀키스,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000029,마운틴듀 ,마운틴듀 ,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000030,대선 ,대선 ,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000031,참이슬 ,참이슬 ,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000032,좋은데이,좋은데이,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000033,진로,진로,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000034,테라 ,테라 ,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000035,카스 ,카스 ,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000036,클라우드,클라우드,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000312,처음처럼,처음처럼,"4,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000313,스파클링,스파클링,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000350,트로피카나스파클링 오랜지,트로피카나스파클링 오랜지,"2,000"
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000095,연어,연어,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000096,광어,광어,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000097,장어,장어,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000098,관자,관자,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000099,소고기,소고기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000100,초새우,초새우,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000101,간장새우,간장새우,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000102,한치,한치,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000103,대게살,대게살,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000104,계란,계란,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000105,유부,유부,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000106,진맛살(롤용),진맛살(롤용),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000107,새우튀김,새우튀김,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000108,감자고로케,감자고로케,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000109,카레고로케,카레고로케,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000110,야채고로케,야채고로케,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000111,타코야끼볼,타코야끼볼,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000112,락교,락교,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000113,생와사비,생와사비,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000114,산고추,산고추,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000115,초생강(적),초생강(적),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000116,단무지,단무지,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000117,날치알,날치알,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000118,돈카츠,돈카츠,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000119,치즈카츠,치즈카츠,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000120,치킨카츠,치킨카츠,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000121,우동면,우동면,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000122,우동쯔유,우동쯔유,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000123,우동어묵,우동어묵,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000124,가쓰오부시,가쓰오부시,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000125,돈카츠소스,돈카츠소스,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000126,타르타르소스,타르타르소스,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000127,파슬리,파슬리,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000128,초대리,초대리,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000129,데리야끼소스,데리야끼소스,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000130,스파이시소스,스파이시소스,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000131,김,김,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000132,붕어간장,붕어간장,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000133,스시4용기,스시4용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000134,스시10용기,스시10용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000135,스시12용기,스시12용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000136,스시26용기,스시26용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000137,돈까스용기,돈까스용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000138,롤용기,롤용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000139,우동용기,우동용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000140,우동국물(소),우동국물(소),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000141,우동국물(대),우동국물(대),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000142,반찬용기,반찬용기,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000143,비닐봉지(소),비닐봉지(소),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000144,비닐봉지(대),비닐봉지(대),0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000145,나무젓가락,나무젓가락,0
onsushi,호주에서온스시,1002,호주에서온스시(연산),382-07-02156,B0000146,해동지,해동지,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000003,카페라떼,카페라떼,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000005,바닐라라떼,바닐라라떼,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000006,헤이즐넛아메리카노,헤이즐넛아메리카노,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000007,연유라떼,연유라떼,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000008,카라멜 마끼아또,카라멜 마끼아또,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000009,카페모카,카페모카,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000010,민트모카,민트모카,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000011,꿀 아메리카노,꿀 아메리카노,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000012,꿀 카페라떼,꿀 카페라떼,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000013,치즈크림 아메리카노(only ice),치즈크림 아메리카노(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000014,치즈크림 카페라떼(only ice),치즈크림 카페라떼(only ice),"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000015,시럽/샷/휘핑/코코넛젤리추가,시럽/샷/휘핑/코코넛젤리추가,500
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000162,아메리카노,아메리카노,"1,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000163,1리터아메(only ice),1리터아메(only ice,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000165,(행사)아메리카노,(행사)아메리카노,"1,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000173,카푸치노,카푸치노,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000016,초코라떼,초코라떼,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000017,녹차라떼,녹차라떼,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000018,밀크티,밀크티,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000019,고구마라떼,고구마라떼,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000020,흑임자라떼,흑임자라떼,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000021,딸기라떼(only ice),딸기라떼(only ice),"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000022,민트초코라떼,민트초코라떼,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000023,이천쌀라떼(only hot),이천쌀라떼(only hot),"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000024,초코버블라떼(only ice),초코버블라떼(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000025,그린티버블라떼(only ice),그린티버블라떼(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000026,쿠앤크버블라떼(only ice),쿠앤크버블라떼(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000027,딸기버블라떼(only ice),딸기버블라떼(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000028,흑당버블라떼(only ice),흑당버블라떼(only ice),"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000384,오곡라떼,오곡라떼,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000029,커피 프라페,커피 프라페,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000030,헤이즐넛  프라페,헤이즐넛  프라페,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000031,녹차 프라페,녹차 프라페,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000032,민트초코칩 프라페,민트초코칩 프라페,"4,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000033,자바칩 프라페,자바칩 프라페,"4,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000034,쿠앤크 프라페,쿠앤크 프라페,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000035,이천쌀 프라페,이천쌀 프라페,"4,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000036,플레인 요거트 스무디,플레인 요거트 스무디,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000037,딸기 요거트 스무디,딸기 요거트 스무디,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000038,망고 요거트 스무디,망고 요거트 스무디,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000039,자두 요거트 스무디,자두 요거트 스무디,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000040,큐브수박스무디(계절),큐브수박스무디(계절),"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000041,큐브망고스무디(계절),큐브망고스무디(계절),"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000042,인절미 빙수치노,인절미 빙수치노,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000043,딸기 빙수치노,딸기 빙수치노,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000044,흑임자 빙수치노,흑임자 빙수치노,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000045,바닐라 코코팝,바닐라 코코팝,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000046,딸기 코코팝,딸기 코코팝,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000047,쿠앤크 코코팝,쿠앤크 코코팝,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000048,밀크 쉐이크,밀크 쉐이크,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000049,딸기오레오 쉐이크,딸기오레오 쉐이크,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000050,오레오 쉐이크,오레오 쉐이크,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000051,녹차오레오 쉐이크,녹차오레오 쉐이크,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000052,꿀고구마아메세트,꿀고구마아메세트,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000053,꿀고구마라떼세트,꿀고구마라떼세트,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000054,꿀고구마단짝아메세트,꿀고구마단짝아메세트,"8,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000055,딸기주스,딸기주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000056,바나나주스,바나나주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000057,딸기바나나주스,딸기바나나주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000058,키위주스,키위주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000059,토마토주스,토마토주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000060,오렌지주스,오렌지주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000061,블루베리주스,블루베리주스,"4,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000062,망고주스,망고주스,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000063,핑크레몬 에이드,핑크레몬 에이드,"3,900"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000064,블루레몬 에이드,블루레몬 에이드,"3,900"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000065,청포도 에이드,청포도 에이드,"3,900"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000066,자몽에이드,자몽에이드,"3,900"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000067,자두에이드,자두에이드,"3,900"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000068,복숭아 아이스티,복숭아 아이스티,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000069,홍차_얼그레이,홍차_얼그레이,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000070,허브티_캐모마일,허브티_캐모마일,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000071,허브티_레몬그라스,허브티_레몬그라스,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000072,꿀 캐미유자차,꿀 캐미유자차,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000073,꿀 레몬그라스차,꿀 레몬그라스차,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000074,꿀 블랙오미자차,꿀 블랙오미자차,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000704,1리터 아이스티  (only ice),1리터 아이스티 (only ice),"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000075,쿠키 2종,쿠키 2종,"1,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000076,베이글칩 2종 (허니버터 갈릭버터),베이글칩 2종,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000077,웨하스 2종 (나폴리타너바닐라),웨하스 2종,"1,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000078,스투룹와플,스투룹와플,"1,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000079,앤디스초콜릿 2종,앤디스초콜릿 2종,"2,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000237,초코칩 머핀,초코칩 머핀,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000080,비스킷슈 2종(바닐라초코),비스킷슈 2종,"3,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000081,크림카스테라,크림카스테라,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000082,말렌카케이크 2종(월넛코코아),말렌카케이크 2종,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000083,모카번,모카번,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000084,머핀 2종(초코블루베리),머핀 2종,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000085,마카롱 5종,마카롱 5종,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000086,크림치즈 프레즐,크림치즈 프레즐,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000087,베이글+크림치즈,베이글+크림치즈,"3,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000088,소시지 페스츄리,소시지 페스츄리,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000089,크로크무슈,크로크무슈,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000186,미니 떡볶이,미니 떡볶이,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000187,치즈미니 떡볶이,치즈미니 떡볶이,"4,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000090,꿀고구마,꿀고구마,"2,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000091,꿀고구마3개,꿀고구마3개,"6,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000092,허니버터 꿀고구마,허니버터 꿀고구마,"3,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000093,허니치즈 꿀고구마,허니치즈 꿀고구마,"3,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000094,콘마요 꿀고구마,콘마요 꿀고구마,"3,200"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000095,생크림와플,크림듬뿍와플,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000096,사과잼와플,사과잼와플,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000097,딸기잼와플,딸기잼와플,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000098,블루베리잼와플,블루베리잼와플,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000099,달달고구마와플,달달고구마와플,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000100,팥이동동 와플,팥이동동 와플,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000101,누텔라콕콕와플,누텔라콕콕와플,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000102,블루베리크림치즈와플,블루베리크림치즈와플,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000103,피넛딸기와플,피넛딸기와플,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000104,피넛블루베리와플,피넛블루베리와플,"4,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000105,콘체다와플,콘체다와플,"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000106,시나몬바게트볼,시나몬바게트볼,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000107,스콘 2종 (건포도호두),스콘 2종 ,"2,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000108,잉글리쉬머핀,잉글리쉬머핀,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000109,브라우니,브라우니,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000110,아이스크림 브라우니,아이스크림 브라우니,"5,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000111,플레인크로플,플레인크로플,"2,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000112,시나몬크로플,시나몬크로플,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000113,인절미크로플,인절미크로플,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000114,누텔라크로플,누텔라크로플,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000115,체다치즈크로플,체다치즈크로플,"3,800"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000116,크림치즈크로플,크림치즈크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000223,애플시나몬크로플,애플시나몬크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000224,딸기크로플,딸기크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000225,블루베리크로플,블루베리크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000226,초코크런치크로플,초코크런치크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000227,티라미수크로플,티라미수크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000228,콘체다크로플,콘체다크로플,"4,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000117,젤라소프트,젤라소프트,"3,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000118,아포가토(Only Iced),아포가토(Only Iced),"4,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000447,플레인 소프트,플레인 소프트,"1,500"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000448,콘소프트 ,콘소프트 ,"2,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000449,망고소프트 ,망고소프트 ,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000450,초코쿠키소프트,초코쿠키소프트,"3,300"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000451,아포가토소프트,아포가토소프트,"3,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000119,Hot,Hot,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000120,Ice,Ice,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000121,선택 없음,선택 없음,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000122,바닐라시럽 추가,바닐라시럽 추가,500
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000123,샷 추가,샷 추가,500
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000124,휘핑 추가,휘핑 추가,500
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000125,코코넛 젤리 추가,코코넛 젤리 추가,500
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000126,라떼로 변경 1잔,라떼로 변경 1잔,"1,000"
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000127,로키로드 쿠키,로키로드,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000128,오트밀레이즌 쿠키,오트밀레이즌,0
